PortName,Country,Latitude,Longitude,Min Temp,Max Temp,Annual Temp,Salinity,TempSource,SalinitySource,DataNotes
Lapppohja,FI,59.9,23.25,0.54,16.17,7.03,6.05,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 59.9, 23.26667"
Nuottasaari,FI,65.03333,25.43333,0,17.74,4.69,5,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 65, 25.46667"
Oritkari,FI,65.03333,25.43333,0,17.74,4.69,5,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 65, 25.46667"
Pansio,FI,60.43333,22.18333,0.6,18.43,7.21,6.13,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 60.43333, 22.21667"
Pargas,FI,60.28333,22.28333,0.72,18.33,7.33,6.13,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 60.28333, 22.3"
Porkkala,FI,60.08333,24.38333,0.31,17.84,6.63,5.86,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 60.08333, 24.38333"
Porvoo,FI,60.38333,25.66667,0.25,18.53,6.76,5.31,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 60.33333, 25.58333"
Rapasaari,FI,61.06667,28.18333,0.03,18.83,6.14,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 61.06667, 28.21667"
Rautaruuki,FI,64.65,24.41667,0,17.24,4.62,5,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 64.66667, 24.41667"
Reposaari,FI,61.61667,21.45,0.33,17.94,6.37,5.79,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 61.58333, 21.5"
Saimaa.Canal,FI,60.83333,28.66667,0.04,19.02,6.47,5,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 60.78333, 28.73333"
Taipale,FI,62.28333,27.73333,0,18.73,5.6,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 62.33333, 27.83333"
Tolkkinen-Tolkis,FI,60.33333,25.58333,0.25,18.53,6.76,5.31,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 60.33333, 25.58333"
Toppila,FI,65.05,25.41667,0,17.64,4.56,5,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 65.08333, 25.4"
Uto,FI,59.78333,21.36667,1.35,14.95,7.18,6.36,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 59.5, 21.5"
Varkaus.Harbours,FI,62.28333,27.73333,0,18.73,5.6,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 62.33333, 27.83333"
Vihreasaari,FI,65,25.41667,0,17.74,4.69,5,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 65, 25.46667"
Vuoksen.Terminal,FI,61.21667,28.81667,0.01,18.83,6.11,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 61.16667, 28.83333"
Vuosaari.Harbour,FI,60.21667,25.18333,0.19,18.33,6.54,5.43,Tcports_NearKeller_Air,Tcports_NearKeller_Close,"Nearest point was 60.36667, 25.31667"
Lambasa,FJ,-16.43333,179.23333,25.03,27.51,26.31,35.09,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was -16.43333, 179.38333"
Savu.Savu,FJ,-16.81667,179.3,25.03,27.51,26.31,35.09,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was -16.43333, 179.38333"
Walu.Bay,FJ,-18.11667,178.43333,24.1,27.29,25.85,35.06,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was -18.13333, 178.41667"
Stanley.FK,FK,-51.66667,-57.83333,5.27,10.41,7.47,33.73,#N/A,#N/A,#N/A
Tomil.Harbour,FM,9.51667,138.16667,27.92,29.47,28.89,34.03,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 9.5, 138.13333"
Drelnes,FO,61.55,-6.83333,6.74,10.23,8.32,35.19,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 61.55, -6.8"
Midvaag,FO,62.05,-7.18333,5.4,12.12,8.05,35.17,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 62.03333, -7.18333"
Skaala,FO,62.15,-6.76667,6.86,10.39,8.39,35.18,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 62.15, -6.76667"
Soervaag,FO,62.06667,-7.3,7.05,10.36,8.57,35.2,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 62.08333, -7.41667"
Trangisvaag,FO,61.55,-6.83333,6.74,10.23,8.32,35.19,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 61.55, -6.8"
Basse.Indre,FR,47.2,-1.7,7.57,20.95,13.79,0.56,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 47.23333, -1.56667"
Bonnieres.sur.Seine,FR,49.03333,1.56667,6.04,19.8,12.4,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 49.03333, 1.58333"
Boulogne-sur-Mer,FR,50.71667,1.6,7.2,17.27,11.83,34.72,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 50.73333, 1.61667"
Caronte,FR,43.4,4.88333,8.57,24.7,16.3,37.47,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 43.38333, 4.85"
Coueron,FR,47.21667,-1.71667,7.57,20.95,13.79,0.56,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 47.23333, -1.56667"
Evry,FR,48.63333,2.45,6.29,21.04,13.24,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 48.73333, 2.4"
Gennevilliers,FR,48.95,2.26667,6.29,20.76,13.07,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 48.91667, 2.3"
Haut.Indre,FR,47.2,-1.65,7.57,20.95,13.79,0.56,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 47.23333, -1.56667"
Indret,FR,47.2,-1.68333,7.57,20.95,13.79,0.56,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 47.23333, -1.56667"
La.Mede,FR,43.4,5.1,12.73,21.09,16.63,37.7,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 43.4, 5.05"
La.Pointe.de.Berre,FR,43.48333,5.16667,8.38,24.53,16.07,37.7,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 43.48333, 5.16667"
La.Rochelle-Pallice,FR,46.15,-1.23333,8.11,21.79,14.93,33.86,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 46.16667, -1.23333"
La.Seyne-Bregaillon,FR,43.11667,5.91667,10.45,24.78,17.22,38.06,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 43.11667, 5.91667"
Le.Chateau.D'Oleron,FR,45.88333,-1.18333,9.77,20.43,14.81,33.82,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 45.81667, -1.1"
Le.Legue/Saint.Brieuc,FR,48.51667,-2.73333,8.25,16.55,12.31,34.97,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 48.53333, -2.71667"
Les.Sables.d'Olonne,FR,46.5,-1.8,8.11,20.85,13.92,34.21,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 46.5, -1.8"
Montereau,FR,48.38333,2.93333,6.29,21.04,13.24,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 48.73333, 2.4"
Nanterre,FR,48.9,2.18333,6.04,20.38,12.69,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 48.98333, 2.1"
Nantes-St.Nazaire,FR,47.23333,-1.56667,7.57,20.95,13.79,0.56,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 47.23333, -1.56667"
Port.St.Louis.du.Rhone,FR,43.38333,4.8,8.75,24.86,16.43,6.39,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 43.38333, 4.81667"
Port.St.Nicholas,FR,42.68333,9.41667,9.69,23.06,15.76,38.18,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 42.7, 9.45"
Port.Toga,FR,42.68333,9.41667,9.69,23.06,15.76,38.18,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 42.7, 9.45"
Port.Tudy,FR,47.65,-3.45,8.75,19.32,13.66,20.89,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 47.73333, -3.36667"
Quimper-Corniguel,FR,47.98333,-4.11667,8.94,18.93,13.55,20.56,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 47.96667, -4.11667"
Rochefort.&.Tonnay-Charente,FR,45.93333,-0.95,8.02,21.69,14.58,12.92,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 45.93333, -0.96667"
Roscoff-Bloscon,FR,48.71667,-3.96667,8.11,18.93,12.92,35.17,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 48.71667, -3.98333"
Saint-Ouen,FR,48.91667,2.33333,6.29,20.76,13.07,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 48.91667, 2.3"
St.Malo,FR,48.65,-2.01667,8.39,17.12,12.39,34.9,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 48.64944, -2.02528"
St.Nazaire,FR,47.23333,-1.56667,7.57,20.95,13.79,0.56,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 47.23333, -1.56667"
St.Valery-en-Caux,FR,49.86667,0.71667,7.76,16.75,12.02,34.65,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 49.86667, 0.71667"
St.Valery-sur-Somme,FR,50.16667,1.61667,6.54,19.22,12.38,15.74,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 50.18333, 1.65"
Tonnay-Charente,FR,45.93333,-0.88333,8.02,21.69,14.58,10.21,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 45.95, -0.88333"
Toulon.La.Seyne,FR,43.11667,5.91667,10.45,24.78,17.22,38.06,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 43.11667, 5.91667"
Gamba,GA,-2.85,9.96667,24.44,28.29,26.85,34.4,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was -2.78333, 10"
Lucina.Terminal,GA,-3.66667,10.76667,23.58,27.59,26.08,34.2,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was -3.38333, 10.63333"
M'Bya.Terminal,GA,-3.88333,10.93333,23.58,27.59,26.08,34.2,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was -3.38333, 10.63333"
Oguendjo.Terminal,GA,-1.45,8.91667,28.24,23.06,25.99,33.88,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was -1.5, 8.5"
Aberaeron,GB,52.25,-4.26667,6.71,16.84,11.26,34.08,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 52.4, -4.1"
Aberdeen.GB,GB,57.13333,-2.06667,5.64,15.43,9.88,34.64,#N/A,#N/A,#N/A
Ardglass,GB,54.26667,-5.6,7.05,16.74,11.36,24.94,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 54.38333, -5.6"
Barmouth,GB,52.71667,-4.05,6.54,16.74,11.13,34.08,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 52.53333, -4.05"
Birkenhead,GB,53.4,-3.03333,6.62,17.54,11.59,18.01,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 53.41667, -3"
Brodick.Harbour,GB,55.6,-5.15,6.53,13.46,10.16,33.29,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 55.56667, -5.1"
Bude,GB,50.83333,-4.55,7.55,15.49,11.75,34.49,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 51.16667, -4.65"
Caledonian.Canal,GB,57.16667,-4.66667,5.24,15.53,9.69,10.41,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 57.6, -4.41667"
Canvey.Island,GB,51.51667,0.63333,6.37,18.93,11.98,34.52,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 51.51667, 0.63333"
Carnlough,GB,55,-6,6.81,13.54,10.31,33.69,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 54.85, -5.78333"
Castle.Bay,GB,56.95,-7.5,7.91,13.65,10.55,34.8,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 56.93333, -7.46667"
Cattewater.Harbour,GB,50.36667,-4.01667,7.84,18.14,12.46,35.2,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 50.36667, -4.16667"
Chatham.GB,GB,51.4,0.55,6.45,19.02,12.09,15.63,#N/A,#N/A,#N/A
Coolkeragh,GB,55.05,-7.25,6.04,15.63,10.24,10.59,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 54.98333, -7.31667"
Crinan.Canal,GB,56.08333,-5.5,5.88,15.23,10.07,33.29,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 56, -5.43333"
Cromarty.Firth,GB,57.68333,-4.03333,5.48,15.53,9.86,34.53,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 57.68333, -4.03333"
Dagenham,GB,51.55,0.13333,6.62,19.22,12.22,2.15,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 51.5, -0.06667"
Dover.Strait,GB,51.13333,1.33333,6.22,17.31,11.4,34.66,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 51.11667, 1.33333"
Dunbar,GB,56,-2.51667,5.1,12.84,9.02,34.1,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 56.2, -2.76667"
Eccles,GB,53.48333,-2.35,6.37,17.84,11.53,2.61,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 53.46667, -2.35"
Flixborough.Wharf,GB,53.61667,-0.68333,5.96,17.94,11.33,2.44,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 53.61667, -0.68333"
Flotta.Terminal,GB,58.86667,-3.11667,6.56,12.46,9.53,34.86,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 58.83333, -3.18333"
Forth.Ports,GB,56.08333,-3.25,5.48,16.24,10.19,25.2,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 56.05, -3.23333"
Gravesend,GB,51.41667,0.41667,6.29,18.83,11.85,18.92,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 51.48333, 0.46667"
Grays,GB,51.45,0.33333,6.29,18.83,11.86,11.17,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 51.45, 0.33333"
Greenwich,GB,51.48333,0,6.62,19.22,12.22,2.15,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 51.5, -0.06667"
King's.Ferry,GB,53.6,-0.66667,5.96,17.94,11.33,2.44,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 53.6, -0.66667"
Lamlash.Harbour,GB,55.53333,-5.1,6.53,13.46,10.16,33.29,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 55.56667, -5.1"
Liverpool.Bay.Terminal,GB,53.68333,-3.55,5.38,15.32,10.56,33.23,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 53.3, -3.65"
Loch.Gairloch,GB,57.71667,-5.75,5.56,14.63,9.53,19.88,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 57.38333, -5.6"
Lochaline,GB,56.53333,-5.76667,5.56,14.63,9.56,34.06,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 56.53333, -5.78333"
Longhope,GB,58.81667,-3.16667,6.56,12.46,9.53,34.86,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 58.83333, -3.18333"
Manchester.Ship.Canal,GB,53.31667,-2.95,6.62,17.74,11.64,18.79,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 53.35, -2.96667"
Marchwood,GB,50.89167,-1.45,7.05,18.83,12.36,15.74,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 50.9, -1.46667"
Maydown,GB,55.05,-7.25,6.04,15.63,10.24,10.59,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 54.98333, -7.31667"
Medway.Ports,GB,51.41667,0.66667,6.45,19.02,12.09,18.87,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 51.41667, 0.65"
Milford.Docks,GB,51.7,-5.05,7.57,17.64,12.23,25.68,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 51.71278, -5.06167"
Neath,GB,51.63333,-3.83333,7.14,18.24,12.22,34.05,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 51.61667, -3.83333"
Newcastle.upon.Tyne.,GB,54.98333,-1.58333,6.14,13.71,9.62,34.46,#N/A,#N/A,#N/A
Newport(IOW).GB,GB,50.7,-1.3,7.31,18.83,12.58,35.06,#N/A,#N/A,#N/A
Newport(WAL).GB,GB,51.55,-2.98333,6.62,18.24,11.76,12.48,#N/A,#N/A,#N/A
Nigg.Oil.Terminal,GB,57.7,-4.01667,5.48,15.53,9.86,34.53,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 57.68333, -4.03333"
North.Woolwich,GB,51.5,0.03333,6.62,19.22,12.22,2.15,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 51.5, -0.06667"
Otterham,GB,51.38333,0.63333,6.45,19.02,12.09,20.86,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 51.38333, 0.63333"
Pentland.Firth,GB,58.66667,-3.11667,6.56,12.46,9.53,34.86,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 58.83333, -3.18333"
Peterhead.Bay.Harbour,GB,57.5,-1.78333,5.91,12.52,9.24,34.7,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 57.5, -1.78333"
Peterhead.Harbours,GB,57.5,-1.76667,5.91,12.52,9.24,34.7,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 57.5, -1.78333"
Port.Henry,GB,57.5,-1.76667,5.91,12.52,9.24,34.7,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 57.5, -1.78333"
Port.Lamont,GB,55.88333,-5.05,6.54,16.14,10.89,18.15,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 55.83333, -5.05"
Port.St.Mary,GB,54.06667,-4.73333,6.69,14.13,10.5,33.79,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 54.06667, -4.73333"
Purfleet,GB,51.48333,0.23333,6.29,18.83,11.86,11.17,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 51.45, 0.33333"
Richborough.Port,GB,51.3,1.35,6.14,17.35,11.37,34.64,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 51.3, 1.35"
Rowhedge,GB,51.85,0.96667,6.37,18.83,12,21.41,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 51.83333, 0.96667"
Salford,GB,53.5,-2.26667,6.45,17.94,11.62,1.95,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 53.46667, -2.28333"
Salt.Island,GB,53.31667,-4.61667,6.76,14.39,10.69,33.98,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 53.31667, -4.61667"
Saltburn,GB,57.68333,-4.13333,4.79,14.93,9.11,15.86,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 57.68333, -4.16667"
Saltend,GB,53.73333,-0.2,5.49,14.99,9.97,33.48,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 53.71667, -0.21667"
Scapa.Flow,GB,58.88333,-3,6.51,12.42,9.49,34.86,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 58.83333, -2.95"
Seal.Sands,GB,54.65,-1.13333,6.35,13.63,9.6,34.48,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 54.61667, -1.06667"
Sharpness.and.Gloucester,GB,51.71667,-2.46667,6.71,18.73,11.99,13.23,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 51.71667, -2.48333"
Shotton,GB,53.2,-3.03333,6.45,17.64,11.46,12.6,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 53.2, -3.03333"
Silvertown,GB,51.5,-0.05,6.62,19.22,12.22,2.15,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 51.5, -0.06667"
St.Helier,GB,49.18333,-2.11667,8.65,16.64,12.37,35.05,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 49.18333, -2.11667"
St.Mary's.,GB,49.91667,-6.48333,10.14,16.1,12.74,35.27,#N/A,#N/A,#N/A
St.Peter.Port,GB,49.45,-2.51667,8.61,16.19,12.31,35.12,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 49.45, -2.53333"
Teesport,GB,54.63333,-1.13333,6.35,13.63,9.6,13.5,Tcports_NearKeller_WOA,Tcports_NearKeller_Model,"Nearest point was 54.58333, -1.16667"
Tetney.Terminal,GB,53.53333,0.1,5.49,14.99,9.97,33.48,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 53.58333, -0.06667"
Thelwall,GB,53.41667,-2.55,6.29,17.74,11.44,5.65,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 53.38333, -2.56667"
Torbay.Harbour,GB,50.45,-3.51667,7.66,18.24,12.41,35.16,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 50.45, -3.53333"
Tranmere.Oil.Terminal,GB,53.38333,-3,6.62,17.54,11.59,18.01,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 53.41667, -3"
Trent.Wharves,GB,53.61667,-0.68333,5.96,17.94,11.33,2.44,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 53.61667, -0.68333"
Wivenhoe,GB,51.85,0.96667,6.37,18.83,12,21.41,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 51.83333, 0.96667"
Grand.Mal.Tanker.Terminal,GD,12.08333,-61.75,26.34,28.54,27.49,34.38,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 12.05, -61.75"
Queen's.Park.Tanker.Terminal,GD,12.05,-61.75,26.34,28.54,27.49,34.38,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 12.05, -61.75"
Supsa,GE,42.01667,41.7,8.52,24.79,16.4,17.63,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 42.15, 41.65"
Le.Larivot,GF,4.9,-52.36667,26.77,27.87,27.29,12.81,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 4.9, -52.36667"
St.Laurent.du.Maroni,GF,5.5,-54.03333,26.54,27.87,27.21,5.16,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 5.5, -54.03333"
Faeringehavn,GL,63.68333,-51.5,0.36,4.51,1.77,32.64,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 63.7, -51.55"
Ivigtut,GL,61.2,-48.16667,0.47,9.5,3.24,32.39,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 61.2, -48.16667"
Nalunaq,GL,68.42667,-53.14333,-1.75,6.28,1.55,33.33,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 68.71667, -52.88333"
Narssarssuaq,GL,61.15,-45.41667,0.16,10.65,3.15,15.34,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 61.15, -45.43333"
North.Star.Bugt,GL,76.6,-68.86667,0,5.56,0,32.92,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 76.55, -68.86667"
Soendre.Stroemfjord,GL,66.96667,-50.95,0,11.62,0.58,0,Tcports_NearKeller_Air,Tcports_NearKeller_DistIn,"Nearest point was 66.96667, -50.95"
Tasiussaq,GL,73.36667,-56,-1.84,4.96,0.95,32.67,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 73.36667, -56.06667"
Dougoufissa.Creek,GN,10.56667,-14.66667,26.47,28.9,27.57,19.17,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 10.65, -14.61667"
Port.Kamsar,GN,10.65,-14.61667,26.47,28.9,27.57,19.17,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 10.65, -14.61667"
Basse-Terre,GP,15.98333,-61.73333,22.97,25.6,24.56,35.2,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 16.03333, -61.75"
Pointe-a-Pitre,GP,16.23333,-61.53333,25.19,27.59,26.64,35.31,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 16.21667, -61.53333"
Benito,GQ,1.6,9.6,24.36,26.16,25.44,30.49,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 1.58333, 9.61667"
Ceiba.Marine.Terminal,GQ,1.4,8.21667,28.94,26.04,27.55,31.25,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 1.5, 8.5"
Puerto.Iradier,GQ,1.08333,9.68333,25.36,27.29,26.55,17.08,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 1.08333, 9.7"
Puerto.Macias,GQ,1.83333,9.73333,23.58,25.28,24.44,30.06,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 1.86667, 9.76667"
Punta.Europa.Terminal,GQ,3.78333,8.71667,25.63,29.13,27.75,28.49,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 3.75, 8.78333"
Zafiro.Marine.Terminal,GQ,3.85,8.11667,22.79,24.86,23.87,28.49,Tcports_NearKeller_Air,Tcports_NearKeller_WOA,"Nearest point was 3.46667, 8.55"
Acandia,GR,36.45,28.23333,16.43,25.8,20.68,39.07,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 36.45, 28.23333"
Adamas,GR,36.73333,24.45,15.22,24.13,19.33,38.79,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 36.71667, 24.45"
Agia.Marina,GR,38.9,22.6,7.4,24.86,15.92,7.05,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 38.9, 22.61667"
Agia.Trias,GR,37.96667,23.4,14.41,24.83,19.4,38.55,Tcports_NearKeller_WOA,Tcports_NearKeller_WOA,"Nearest point was 37.96667, 23.4"
Aliveri.Bay,GR,38.36667,24.05,10.74,26.23,18.56,18.34,Tcports_NearKeller_Air,Tcports_NearKeller_Model,"Nearest point was 38.38333, 24.05"
